title,url,city,location,property_type,latitude,longitude,price,rating,reviews,guests,studio,bedrooms,beds,baths,shared_bath,kitchen,wifi,washer,tv,parking,refrigerator
Nice Apt in Oslo's Most High-End & Popular Area,https://www.airbnb.com/rooms/43823091?adults=1&children=0&infants=0&check_in=2021-07-25&check_out=2021-08-01&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Sentrum,Entire apartment,59.9083,10.7213,149,5.0,5,4,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Modern 2 bedrooms apartment in Tjuholmen,https://www.airbnb.com/rooms/44660520?adults=1&children=0&infants=0&check_in=2021-08-16&check_out=2021-08-23&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Sentrum,Entire apartment,59.90972,10.72417,125,5.0,3,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
COZY ROOM 7 MIN FROM CENTER IN NEW APARTMENT,https://www.airbnb.com/rooms/13389298?adults=1&children=0&infants=0&check_in=2021-06-12&check_out=2021-06-18&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Gamle Oslo,Private room,59.9161,10.7897,36,4.81,329,1,0,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0
A romantic hideaway in a modern apartment,https://www.airbnb.com/rooms/40191422?adults=1&children=0&infants=0&check_in=2021-08-09&check_out=2021-08-16&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Grünerløkka,Entire condominium,59.9291,10.787,83,5.0,18,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Modern top floor flat - Roof terrace - Garage,https://www.airbnb.com/rooms/40446066?adults=1&children=0&infants=0&check_in=2021-08-08&check_out=2021-08-13&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Grünerløkka,Entire loft,59.92406,10.75982,144,4.91,23,5,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"HIMMEL og HAV  2 - Nesodden, leilighet nær Oslo",https://www.airbnb.com/rooms/45859673?adults=1&children=0&infants=0&check_in=2021-08-26&check_out=2021-08-31&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Nesodden,Entire apartment,59.86202,10.65597,140,5.0,31,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Urban apartment on Grünerløkka (50 sqm),https://www.airbnb.com/rooms/45433001?adults=1&children=0&infants=0&check_in=2021-08-05&check_out=2021-08-11&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Grünerløkka,Entire condominium,59.92076,10.75599,119,5.0,6,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Your own Apartment Bestum/Ullern,https://www.airbnb.com/rooms/29758296?adults=1&children=0&infants=0&check_in=2021-07-21&check_out=2021-07-28&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Ullern,Entire apartment,59.92033,10.65444,100,,,3,1,1,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Centrally located two bedroom in Torshov,https://www.airbnb.com/rooms/43812797?adults=1&children=0&infants=0&check_in=2021-06-05&check_out=2021-06-12&previous_page_section_name=1000&federated_search_id=d29e8789-f6f1-4276-a13a-c6ac1b97ddaf,Oslo,Sagene,Entire apartment,59.93123,10.76542,93,,,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
"Heart of Grünerløkka 67sq m, 3,5m to the ceiling.",https://www.airbnb.com/rooms/26782902?adults=1&children=0&infants=0&check_in=2021-08-04&check_out=2021-08-09&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Grünerløkka,Entire apartment,59.92597,10.76628,94,4.73,11,3,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Stylish design apt, east. Close to train station",https://www.airbnb.com/rooms/85902?adults=1&children=0&infants=0&check_in=2021-06-04&check_out=2021-06-10&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Gamle Oslo,Entire apartment,59.91074,10.77232,111,4.73,63,4,0,2,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Urban Apartments St Hanshaugen Studio A201,https://www.airbnb.com/rooms/47571281?adults=1&children=0&infants=0&check_in=2021-08-04&check_out=2021-08-11&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,St. Hanshaugen,Entire apartment,59.9203,10.74163,50,,,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Koselig og sentral leilighet på nedre Grunerløkka,https://www.airbnb.com/rooms/47885426?adults=1&children=0&infants=0&check_in=2021-07-06&check_out=2021-07-11&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Gamle Oslo,Entire apartment,59.91827,10.76466,86,5.0,5,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Cozy studio on island, short trip from city centre",https://www.airbnb.com/rooms/14751803?adults=1&children=0&infants=0&check_in=2021-08-30&check_out=2021-09-05&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Oslo,Entire guesthouse,59.86449,10.75777,63,4.82,210,3,1,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Beautiful apartment Oslo West/Frognerparken,https://www.airbnb.com/rooms/41391708?adults=1&children=0&infants=0&check_in=2021-07-25&check_out=2021-07-30&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Ullern,Entire apartment,59.9376,10.6939,96,4.90,39,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Central, modern, clean and nice app. in Tøyen.",https://www.airbnb.com/rooms/29010039?adults=1&children=0&infants=0&check_in=2021-07-13&check_out=2021-07-19&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Gamle Oslo,Entire apartment,59.91173,10.77204,101,4.80,90,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
City Central Gem ❤️ Perfect Location for Tourists,https://www.airbnb.com/rooms/37819736?adults=1&children=0&infants=0&check_in=2021-07-27&check_out=2021-08-01&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Gamle Oslo,Entire apartment,59.91611,10.76371,117,4.96,26,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Your own Apartment Bestum/Ullern,https://www.airbnb.com/rooms/29758296?adults=1&children=0&infants=0&check_in=2021-07-21&check_out=2021-07-28&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Ullern,Entire apartment,59.92033,10.65444,100,,,3,1,1,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Space efficient with big balcony! Great location!,https://www.airbnb.com/rooms/43635790?adults=1&children=0&infants=0&check_in=2021-06-26&check_out=2021-07-03&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Grünerløkka,Entire apartment,59.92669,10.75627,69,4.75,4,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
"Central, bright and warm apartment with balcony",https://www.airbnb.com/rooms/26079211?adults=1&children=0&infants=0&check_in=2021-07-12&check_out=2021-07-19&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Grünerløkka,Entire condominium,59.9266,10.772,102,4.83,6,4,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Charming flat in Torshov,https://www.airbnb.com/rooms/43698460?adults=1&children=0&infants=0&check_in=2021-08-08&check_out=2021-08-15&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Sagene,Entire apartment,59.94182,10.77572,86,,,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Urban Apartments St Hanshaugen Studio A103,https://www.airbnb.com/rooms/47577383?adults=1&children=0&infants=0&check_in=2021-08-23&check_out=2021-08-30&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,St. Hanshaugen,Entire apartment,59.91865,10.74254,63,4.33,3,2,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Exclusive Appartement in fashionable Frogner,https://www.airbnb.com/rooms/24766928?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-08&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Frogner,Entire apartment,59.917,10.7146,188,4.96,48,6,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Central, modern appartement, next to Frogner park.",https://www.airbnb.com/rooms/39506056?adults=1&children=0&infants=0&check_in=2021-06-25&check_out=2021-06-30&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Majorstuen,Entire condominium,59.92202,10.70566,117,5.0,4,4,0,2,4,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1880's Elegance - near the Royal Palace,https://www.airbnb.com/rooms/29956189?adults=1&children=0&infants=0&check_in=2021-06-01&check_out=2021-06-08&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Majorstuen,Entire condominium,59.92047,10.73181,149,4.90,81,6,0,3,3,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0
"City centre, top two floors, private balcony",https://www.airbnb.com/rooms/36268060?adults=1&children=0&infants=0&check_in=2021-08-28&check_out=2021-09-03&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Sentrum,Entire condominium,59.90856,10.74555,107,4.85,41,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Cozy apartment in the beautiful Sagene district,https://www.airbnb.com/rooms/45141460?adults=1&children=0&infants=0&check_in=2021-07-05&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Sagene,Entire apartment,59.94466,10.75953,65,4.80,5,4,0,1,2,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Child-friendly townhouse close to Oslo by ferry,https://www.airbnb.com/rooms/26197433?adults=1&children=0&infants=0&check_in=2021-07-08&check_out=2021-07-14&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Nesodden,Entire townhouse,59.8604,10.6643,147,5.0,5,4,0,3,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Spacious penthouse flat close to Grünerløkka,https://www.airbnb.com/rooms/23897943?adults=1&children=0&infants=0&check_in=2021-07-28&check_out=2021-08-02&previous_page_section_name=1000&federated_search_id=c7666c75-90a4-4ae1-beaf-2ab05f3ab722,Oslo,Grünerløkka,Entire condominium,59.92604,10.76639,174,4.90,49,5,0,3,3,1.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Urban Apartments St Hanshaugen Studio A103,https://www.airbnb.com/rooms/47577383?adults=1&children=0&infants=0&check_in=2021-08-23&check_out=2021-08-30&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,St. Hanshaugen,Entire apartment,59.91865,10.74254,63,4.33,3,2,1,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Central two bedroom with big balconies & parking.,https://www.airbnb.com/rooms/31181722?adults=1&children=0&infants=0&check_in=2021-06-21&check_out=2021-06-27&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Gamle Oslo,Entire apartment,59.91719,10.78481,150,4.81,21,3,0,2,2,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Spacious penthouse flat close to Grünerløkka,https://www.airbnb.com/rooms/23897943?adults=1&children=0&infants=0&check_in=2021-07-28&check_out=2021-08-02&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Grünerløkka,Entire condominium,59.92604,10.76639,174,4.90,49,5,0,3,3,1.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Space efficient with big balcony! Great location!,https://www.airbnb.com/rooms/43635790?adults=1&children=0&infants=0&check_in=2021-06-26&check_out=2021-07-03&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Grünerløkka,Entire apartment,59.92669,10.75627,69,4.75,4,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
"Modern, centrally located Vest, Frogner, Solli Pl.",https://www.airbnb.com/rooms/7710554?adults=1&children=0&infants=0&check_in=2021-08-15&check_out=2021-08-22&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Frogner,Entire apartment,59.91679,10.71281,110,4.86,30,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2BR Modern SeaSide Apt - Close to Central Station,https://www.airbnb.com/rooms/30317792?adults=1&children=0&infants=0&check_in=2021-07-20&check_out=2021-07-27&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Gamle Oslo,Entire apartment,59.90419,10.75895,166,4.86,126,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"City centre, top two floors, private balcony",https://www.airbnb.com/rooms/36268060?adults=1&children=0&infants=0&check_in=2021-08-28&check_out=2021-09-03&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Sentrum,Entire condominium,59.90856,10.74555,107,4.85,41,4,0,1,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2 bedroom apartment at Tjuvholmen,https://www.airbnb.com/rooms/46259098?adults=1&children=0&infants=0&check_in=2021-08-23&check_out=2021-08-30&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Sentrum,Entire apartment,59.9077,10.72276,155,4.90,10,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Urban Apartments St Hanshaugen Studio 201,https://www.airbnb.com/rooms/47023842?adults=1&children=0&infants=0&check_in=2021-07-26&check_out=2021-07-31&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,St. Hanshaugen,Entire apartment,59.92047,10.74351,50,5.0,5,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Central Oslo with green surroundings.,https://www.airbnb.com/rooms/31406524?adults=1&children=0&infants=0&check_in=2021-06-28&check_out=2021-07-05&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Grünerløkka,Entire apartment,59.9181,10.7547,106,4.96,24,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Beautiful apartment with an amazing view.,https://www.airbnb.com/rooms/19525323?adults=1&children=0&infants=0&check_in=2021-08-31&check_out=2021-09-07&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Bærum,Entire apartment,59.87745,10.61245,144,4.96,53,3,0,2,3,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Nabo til Holmenkollen og Marka,https://www.airbnb.com/rooms/37487287?adults=1&children=0&infants=0&check_in=2021-08-01&check_out=2021-08-08&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Holmenkollen,Entire apartment,59.96647,10.65285,110,4.88,24,6,0,2,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"Beautiful home in the heart of Oslo, Grünerløkka.",https://www.airbnb.com/rooms/4986624?adults=1&children=0&infants=0&check_in=2021-08-23&check_out=2021-08-30&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Grünerløkka,Entire apartment,59.9236,10.77162,86,4.83,61,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Bright and Spacious  Central Oslo - 3 Bedrooms!,https://www.airbnb.com/rooms/9196892?adults=1&children=0&infants=0&check_in=2021-07-01&check_out=2021-07-06&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Grünerløkka,Entire apartment,59.92108,10.76122,166,4.93,338,5,0,3,3,1.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Cozy apartment in the beautiful Sagene district,https://www.airbnb.com/rooms/45141460?adults=1&children=0&infants=0&check_in=2021-07-05&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Sagene,Entire apartment,59.94466,10.75953,65,4.80,5,4,0,1,2,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Comfy 1BR in quiet neighbourhood w/balcony/parking,https://www.airbnb.com/rooms/48078140?adults=1&children=0&infants=0&check_in=2021-06-28&check_out=2021-07-04&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Nordstrand,Entire apartment,59.86131,10.79876,64,,,3,0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"Beautiful and cosy, central oslo ",https://www.airbnb.com/rooms/1836731?adults=1&children=0&infants=0&check_in=2021-07-29&check_out=2021-08-04&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Sagene,Tiny house,59.93516,10.75439,107,4.92,165,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Sommer i Oslo? Sentral leilighet med balkong,https://www.airbnb.com/rooms/42639716?adults=1&children=0&infants=0&check_in=2021-06-22&check_out=2021-06-29&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Frogner,Entire condominium,59.91277,10.72465,135,5.0,7,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Practical apartment near city center Oslo,https://www.airbnb.com/rooms/21372441?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-12&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Sagene,Entire apartment,59.93452,10.75044,84,4.80,71,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Deilig hus med utsikt,https://www.airbnb.com/rooms/43711672?adults=1&children=0&infants=0&check_in=2021-07-20&check_out=2021-07-25&previous_page_section_name=1000&federated_search_id=d9a50e7d-50f7-4eda-81f6-6f0e4d96a7ce,Oslo,Søndre Nordstrand,Entire townhouse,59.82949,10.8047,114,5.0,5,6,0,4,4,2,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Sommer i Oslo? Sentral leilighet med balkong,https://www.airbnb.com/rooms/42639716?adults=1&children=0&infants=0&check_in=2021-06-22&check_out=2021-06-29&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Frogner,Entire condominium,59.91277,10.72465,135,5.0,7,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Practical apartment near city center Oslo,https://www.airbnb.com/rooms/21372441?adults=1&children=0&infants=0&check_in=2021-08-07&check_out=2021-08-12&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Sagene,Entire apartment,59.93452,10.75044,84,4.80,71,2,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Cozy apartment in the beautiful Sagene district,https://www.airbnb.com/rooms/45141460?adults=1&children=0&infants=0&check_in=2021-07-05&check_out=2021-07-12&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Sagene,Entire apartment,59.94466,10.75953,65,4.80,5,4,0,1,2,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Most exciting area in Oslo (modern/new building),https://www.airbnb.com/rooms/1226982?adults=1&children=0&infants=0&check_in=2021-06-03&check_out=2021-06-09&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Grünerløkka,Entire apartment,59.91756,10.75312,101,4.87,169,4,0,1,1,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Urban Apartments St Hanshaugen Studio 201,https://www.airbnb.com/rooms/47023842?adults=1&children=0&infants=0&check_in=2021-07-26&check_out=2021-07-31&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,St. Hanshaugen,Entire apartment,59.92047,10.74351,50,5.0,5,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Familyhome in lush garden close to city and sea,https://www.airbnb.com/rooms/19407643?adults=1&children=0&infants=0&check_in=2021-07-26&check_out=2021-07-31&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Nordstrand,Entire house,59.85412,10.80959,98,,,7,0,4,4,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Fantastisk enorm grønn takterrasse,https://www.airbnb.com/rooms/45373502?adults=1&children=0&infants=0&check_in=2021-06-24&check_out=2021-06-29&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Bærum,Entire condominium,59.89332,10.62174,94,5.0,13,3,0,2,2,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Eksklusiv kunstnerleilighet med fantastisk utsikt.,https://www.airbnb.com/rooms/43572865?adults=1&children=0&infants=0&check_in=2021-07-10&check_out=2021-07-15&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Frogner,Entire condominium,59.91554,10.70352,210,4.57,7,6,0,3,3,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0
"Centralt läge, gångavstånd till City.",https://www.airbnb.com/rooms/40260340?adults=1&children=0&infants=0&check_in=2021-07-11&check_out=2021-07-17&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Gamle Oslo,Entire apartment,59.91059,10.77277,95,4.73,16,4,0,1,3,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Hele første etasje, stor veranda og parkering",https://www.airbnb.com/rooms/43693787?adults=1&children=0&infants=0&check_in=2021-08-31&check_out=2021-09-05&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Nordre Aker,Entire apartment,59.94605,10.75376,119,5.0,9,6,0,4,4,2,0.0,1.0,1.0,0.0,1.0,0.0,1.0
"Oslo, Sjølyst, 3-roms 57 kvm + terr 35, pp, strand",https://www.airbnb.com/rooms/42765870?adults=1&children=0&infants=0&check_in=2021-07-10&check_out=2021-07-17&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Ullern,Entire apartment,59.92187,10.68061,91,4.86,7,3,0,2,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Tourist Friendly Apt in Most HighEnd & Safe Area⭐️,https://www.airbnb.com/rooms/25984639?adults=1&children=0&infants=0&check_in=2021-07-14&check_out=2021-07-21&previous_page_section_name=1000&federated_search_id=91f12545-7382-4714-8854-97e88ba9ddbe,Oslo,Frogner,Entire apartment,59.92275,10.7041,149,4.91,56,4,0,2,2,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0
